source_type,conversation_file,conversation_title,message_timestamp,candidate_excerpt,gpu_models,vram_gb,price_aud,urls,confidence_score
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop    | RTX 4080 Super Prebuilt            | 4100       | 16       | 32      | RTX 4080 Super  | i7-14700F            | New         | Mwave / Mike PC | Good           | Strong           | Strong          | Good compute speed; worse than RTX 3090 for large-model fit.",RTX 4080 | RTX 3090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | Lenovo Legion Pro 7i RTX 4090      | 3599       | 16       | 64      | RTX 4090        | Core i9-14900HX      | New         | Mike PC         | Moderate       | Strong           | Strong          | Best one-device route if price/spec confirmed.",RTX 4090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,3
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | MSI Vector A18 HX A9WHG            | 3150       | 12       | 32      | RTX 5070 Ti     | Ryzen 9 9955HX       | Ex-display  | TECS            | Likely good    | Strong           | Moderate-Strong | Good screen and current GPU; not the 16GB/24GB AI target.",RTX 5070 Ti,16,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | ASUS TUF Gaming A16                | 2899       | 8        | 32      | RTX 5070        | Ryzen 9 8940HX       | New         | Scorptec        | UNKNOWN        | Basic            | Entry           | Budget option, but limited by 8GB VRAM.",RTX 5070,8,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | ASUS ROG Strix G16                 | 3399       | 8        | 32      | RTX 5070        | Core i7-14650HX      | New         | Scorptec        | UNKNOWN        | Basic            | Entry           | Premium laptop build but still 8GB VRAM ceiling.",RTX 5070,8,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| Unknown     | Unknown  | Desktop    | Custom Local AI Workstation        | 6423       | 96       | 512     | 4x RTX 3090     | Unknown              | Used        | Marketplace     | Slotted        | Ultra            | High            | High VRAM and RAM capacity; workstation-grade build.",RTX 3090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| Date\_Found | Path\_ID | Category | Item\_Name                    | Price\_AUD | VRAM\_GB | RAM\_GB | GPU\_Model     | CPU\_Model         | Condition   | Retailer | Upgradeability | Image\_Gen\_Tier | LLM\_Tier       | Notes                                                     | URL     |
| :---------: | :------: | :------: | :---------------------------: | :--------: | :------: | :-----: | :------------: | :----------------: | :---------: | :------: | :------------: | :--------------: | :-----",RTX 5070,8,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop   | ASUS ROG Zephyrus G16         | 4599       | 12       | 32      | RTX 5080       | Core Ultra 9 275   | New         | Scorptec | UNKNOWN        | Strong           | Mid             | High-end thin-and-light; premium price.",RTX 5080,,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop   | Lenovo Legion Pro 5i 16IAX10H | 3699       | 12       | 32      | RTX 5070 Ti    | Core Ultra 9 275HX | New         | Scorptec | UNKNOWN        | Strong           | Mid             | Better 12GB VRAM; sale price until April 29.",RTX 5070 Ti,12,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop   | Lenovo Legion Pro 7i RTX 4090 | 3599       | 16       | 64      | RTX 4090       | Core i9-14900HX    | New         | Mike PC  | Moderate       | Strong           | Strong          | Best one-device route if price/spec confirmed.",RTX 4090,,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| Date\_Found | Path\_ID | Category | Item\_Name                         | Price\_AUD | VRAM\_GB | RAM\_GB | GPU\_Model      | CPU\_Model           | Condition | Retailer        | Upgradeability | Image\_Gen\_Tier | LLM\_Tier | Notes                                                          | URL     |
| :---------: | :------: | :------: | :--------------------------------: | :--------: | :------: | :-----: | :-------------: | :------------------: | :-------: | :-------------: | :------------: | ",RTX 5060 Ti,,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop  | Twilight RTX 5070 Gaming PC        | 2999       | 12       | 32      | RTX 5070        | Ryzen 5 7500X3D      | New       | Scorptec        | Slotted        | Strong           | Mid       | Discounted price until April 30.",RTX 5070,,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop  | PLE AI Advanced RTX 5070 Ti        | 3907       | 16       | 32      | RTX 5070 Ti     | Ryzen 7 9700X        | New       | PLE Computers   | Good           | Strong           | Strong    | Clean local warranty route; less model-fit headroom than 24GB.",RTX 5070 Ti,24,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| Item\_ID     | Product\_or\_Listing                        | Category   | Condition        | Price\_AUD  | Postage\_AUD | Total\_AUD  | Seller\_Name         | Seller\_Feedback | CPU                  | GPU             | GPU\_VRAM\_GB | RAM\_GB     | Storage     | Display               | Status        | Classification            | AI\_Score   | Notes                                                            |
| :----------: | :-----------------------------------------: | :--------: | :---------",RTX 5090 | RTX 5080 | RTX 4070 | RTX 4090 | RTX 4080 | RTX 5070Ti | RTX 5070 | RTX 5060 Ti,32,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"|
| \[Missing\]  | Twilight RTX 5070 Gaming PC                 | Desktop    | New              | 2999        | 0            | 2999        | Scorptec             | \[Missing\]      | Ryzen 5 7500X3D      | RTX 5070        | 12            | 32          | \[Missing\] | \[Missing\]           | \[Missing\]   | \[Missing\]               | \[Missing\] | Discounted price until April 30.",RTX 5070,,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"|
| \[Missing\]  | ASUS ROG Zephyrus G16                       | Laptop     | New              | 4599        | 0            | 4599        | Scorptec             | \[Missing\]      | Core Ultra 9 275     | RTX 5080        | 12            | 32          | \[Missing\] | \[Missing\]           | \[Missing\]   | \[Missing\]               | \[Missing\] | High-end thin-and-light; premium price.",RTX 5080,,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"|
| \[Missing\]  | Lenovo Legion Pro 5i 16IAX10H               | Laptop     | New              | 3699        | 0            | 3699        | Scorptec             | \[Missing\]      | Core Ultra 9 275HX   | RTX 5070 Ti     | 12            | 32          | \[Missing\] | \[Missing\]           | \[Missing\]   | \[Missing\]               | \[Missing\] | Better 12GB VRAM; sale price until April 29.",RTX 5070 Ti,12,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"|
| \[Missing\]  | PLE AI Advanced RTX 5070 Ti                 | Desktop    | New              | 3907        | 0            | 3907        | PLE Computers        | \[Missing\]      | Ryzen 7 9700X        | RTX 5070 Ti     | 16            | 32          | \[Missing\] | \[Missing\]           | \[Missing\]   | \[Missing\]               | \[Missing\] | Clean local warranty route; less model-fit headroom than 24GB.",RTX 5070 Ti,24,,,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"|
| \[Missing\]  | Lenovo Legion Pro 7i RTX 4090               | Laptop     | New              | 3599        | 0            | 3599        | Mike PC              | \[Missing\]      | Core i9-14900HX      | RTX 4090        | 16            | 64          | \[Missing\] | \[Missing\]           | \[Missing\]   | \[Missing\]               | \[Missing\] | Best one-device route if price/spec confirmed.",RTX 4090,,,,2
Gemini-Export,conversation_1777961628.txt,Analyze the data in the sheet,2026-05-05T06:13:48.298511+00:00,"| Row\_ID | Date\_Found | Source\_Platform | Category | Item\_Name                    | Condition | Price\_AUD | Postage\_AUD | Total\_AUD | CPU\_Model         | GPU\_Model      | VRAM\_GB | RAM\_GB | Storage   | Display           | Chassis\_Quality | Upgradeability | LLM\_Tier                       | VRAM\_per\_1k | Perf\_index | Perf\_per\_1k | Score\_computed | Priority\_for\_me | Status | Classification | Image\_Gen\_Tier | Notes                                            | URL     |
| :----",RTX 5060 Ti,,,,2
Gemini-Export,conversation_1777961628.txt,Analyze the data in the sheet,2026-05-05T06:13:48.298511+00:00,"| \[URL\] |
| 3       | 2026-04-26  | Scorptec         | Desktop  | Twilight RTX 5070 Gaming PC   | New       | 2999       | 0            | 2999       | Ryzen 5 7500X3D    | RTX 5070        | 12       | 32      | 1TB SSD   | UNKNOWN           | Mixed            | Slotted        | 7–13B tight                     | 4.0           | 60          | 20.0          | 5.8             | Avoid             | Active | Watchlist      | Strong           | Discounted price until April 30.",RTX 5070,,,,2
Gemini-Export,conversation_1777961628.txt,Analyze the data in the sheet,2026-05-05T06:13:48.298511+00:00,"| \[URL\] |
| 6       | 2026-04-26  | Scorptec         | Laptop   | ASUS ROG Zephyrus G16         | New       | 4599       | 0            | 4599       | Core Ultra 9 275   | RTX 5080 Laptop | 12       | 32      | 1TB SSD   | 16"" OLED          | Metal High       | UNKNOWN        | 7–13B tight                     | 2.6           | 65          | 14.1          | 5.6             | Avoid             | Active | Watchlist      | Strong           | High-end thin-and-light; premium price.",RTX 5080,,,,2
