source_type,conversation_id,conversation_title,message_timestamp,candidate_excerpt,gpu_models,vram_gb,price_aud,urls,filter_basis,confidence_score
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **5** | **RTX 4090 laptop under A$3.5k–4k** | Portable Value Exception | No expansion, but strong if price is sharply discounted.",RTX 4090,,3.5,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **6** | **RTX 5080 laptop under A$4k–4.5k** | Portable Value Exception | Current-gen portable exception.",RTX 5080,,4,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"A **A$2k local Alienware RTX 3090** belongs in lane 2 and should be evaluated, not dismissed.",RTX 3090,,2,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"```markdown
<!-- PRODUCT CARD START: MSI Vector 16 HX AI RTX 5090 Bundle -->
### 88 / 110 — MSI Vector 16 HX AI RTX 5090 Bundle
- **Category**: Laptop
- **Condition**: New
- **Price (AUD)**: Verify live Centre Com price
- **Vendor**: Centre Com
- **URL**: https://www.centrecom.com.au/msi-vector-16-hx-ai-a2xw-16-core-ultra-9-16gb-1tb-rtx-5090-gaming-laptop-msi-mag-255xf-25-monitor-bundle
- **Expansion Class**: Portable Value Exception",RTX 5090,16,,https://www.centrecom.com.au/msi-vector-16-hx-ai-a2xw-16-core-ultra-9-16gb-1tb-rtx-5090-gaming-laptop-msi-mag-255xf-25-monitor-bundle,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"Mike PC currently lists the **Lenovo Legion Pro 7i – i9-14900HX / 32GB / 2TB SSD / RTX 4090 / 2K 240Hz / 1Y WTY** at **A$3,599**, down from A$4,199.",RTX 4090,32,3599 | 4199,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **Value** | **A$3,599–3,699** is strong for an RTX 4090 laptop in Australia.",RTX 4090,,3599,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"Similar listings can sit much higher; Nvidia Marketplace showed an RTX 4090/32GB/2TB Legion at A$6,799 but out of stock.",RTX 4090,32,6799,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"#### Hardware Profile
- **GPU**: NVIDIA GeForce RTX 4090 Laptop GPU 16GB GDDR6
- **CPU**: Intel Core i9-14900HX
- **RAM**: 32GB DDR5 listed; 64GB variant preferred if A$3,699
- **Storage**: 2TB NVMe SSD
- **PSU**: Original Lenovo 330W charger
- **Thermals / Cooling**: High-power 16-inch Legion chassis; RTX 4090 laptop-class GPU commonly listed around 175W
- **Warranty**: Mike PC listing indicates 1Y WTY / confirm exact terms",GeForce RTX 4090 | RTX 4090,16,3699,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"#### Mini Review
**Pros**
- Strong RTX 4090 laptop value at A$3.6k–3.7k.",RTX 4090,,3.6,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"Centre Com lists the Raider 18 HX AI A2XWIG-244AU at **A$7,599**, with Core Ultra 9 285HX, RTX 5080 Laptop GPU, **64GB RAM**, **4TB SSD**, 18-inch UHD+ MiniLED 120Hz display, Windows 11 Pro, 400W adapter, and 3.6kg weight.",RTX 5080,64,7599,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- A$5,499 is high, but far less than many premium RTX 5090 laptops.",RTX 5090,,5499,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"```markdown
<!-- PRODUCT CARD START: Lenovo LOQ 17IRX10 RTX 5070 -->
### Rejected Benchmark — Lenovo LOQ 17IRX10 RTX 5070
- **Category**: Laptop
- **Condition**: New
- **Price (AUD)**: $2,099–$2,499 observed
- **Vendor**: Centre Com
- **URL**: https://www.centrecom.com.au/lenovo-loq-173-fhd-i7-24gb-ram-1tb-rtx-5070-gaming-laptop-luna-grey
- **Expansion Class**: Rejected Benchmark
- **Decision Status**: Reject for local-AI scoring
- **Primary Constraint**: 8GB VRAM and 32GB RAM ceiling
- **Notebo",RTX 5070 | rtx5070,24,,https://www.centrecom.com.au/lenovo-loq-173-fhd-i7-24gb-ram-1tb-rtx-5070-gaming-laptop-luna-grey,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **2** | **Scorptec Eclipse RTX 5070 Ti 16GB** | New desktop tower | Listed around A$3,399; strong clean-warranty 16GB VRAM desktop path.",RTX 5070 Ti,16,3399,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **3** | **PLE Pixel RTX 5070 Ti 16GB** | New desktop tower | Similar clean-warranty 16GB desktop route at ~A$3,799; useful benchmark against PLE AI Advanced.",RTX 5070 Ti,16,3799,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **4** | **Acer Predator Orion 7000 RTX 4080 refurbished** | Refurb desktop tower | Raw log shows i9-14900K, RTX 4080 16GB, 32GB RAM, 1TB + 2TB storage, ~A$3,699; potentially strong if warranty is solid.",RTX 4080,16,3699,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **5** | **Nebula PC R7 7800X3D / RTX 4080 16GB** | Desktop tower | Historic A$2,948 after coupon makes this one of the strongest 16GB VRAM value candidates if the deal returns.",RTX 4080,16,2948,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **6** | **Acer Predator Helios 18 RTX 4090 refurbished** | 18-inch laptop | Refurb 18-inch RTX 4090 16GB laptop with 32GB RAM and 4TB SSD around A$4,449; strong mobile workstation candidate.",RTX 4090,16,4449,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **7** | **Lenovo Legion Pro 7i RTX 5080 16GB** | High-end laptop | Listed around A$4,498 with upgradeable RAM/SSD; likely a current-gen premium 16GB VRAM laptop benchmark.",RTX 5080,16,4498,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **8** | **ASUS Zephyrus G16 RTX 5080 16GB** | Creator/gaming laptop | Strong portable 16GB VRAM option at ~A$4,899; relevant for “thin but powerful” category.",RTX 5080,16,4899,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **9** | **MSI Stealth A16 RTX 5080 16GB** | Creator/gaming laptop | Another 16GB VRAM RTX 5080 laptop candidate, ~A$4,999; useful comparison against Zephyrus and Legion.",RTX 5080,16,4999,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"|
| **10** | **Minisforum X1 Lite + DEG1 + RTX 5070 Ti 16GB + 850W PSU** | Mini PC / eGPU | Estimated A$2,851.98; one of the cheapest complete 16GB VRAM modular/eGPU paths in the log.",RTX 5070 Ti,16,2851.98,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"Avoid paying premium brand tax…
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Acer Predator Orion 7000 / other RTX 4080S retail desktops General desktop route from Stage 2 RTX 4080 Super 16GB; CPU/RAM vary AUD $4.5k–$5k+ class 16GB VRAM Watchlist Use only where warranty and discount are strong.",RTX 4080,16,4.5,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Acer Predator Orion 7000 RTX 4080 SUPER desktop
- **Category**: Windows Tower / Desktop
- **Status**: Compromise
- **Price_AUD**: 4,988; new/retail assumed
- **GPU_VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Acer Predator Orion 7000 RTX 4080 SUPER desktop Domayne + other merchants product-search result RTX 4080 Super desktop; other specs not retained AUD $4,988; new/retail assumed 16GB VRAM Compromise / ove",RTX 4080,16,4988,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### CONSTELLAR ONYX PC — RTX 4080 SUPER
- **Category**: Windows Tower / Desktop
- **Status**: Watchlist
- **Price_AUD**: 4,099; condition UNKNOWN
- **GPU_VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: Needs direct verification of CPU, RAM, SSD, PSU, warranty, stock, and return po…
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: CONSTELLAR ONYX PC — RTX 4080 SUPER Mike PC AU product-search result RTX 4080 Super desktop; other specs not retained AUD $4,099; condition UNKNO",RTX 4080,16,4099,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Evatech 7800X3D / RTX 4070 Ti desktop Historic OzBargain/Evatech listing Ryzen 7 7800X3D; RTX 4070 Ti 12GB; 32GB RAM; 1TB SSD AUD $2,599 historic special; new 12GB VRAM Compromise Good gaming/value desktop, but 12GB VRAM limits serious local-AI trajectory.",RTX 4070 Ti,12,2599,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Mike PC MSI RTX 3090 AERO 24GB GPU build route
- **Category**: Windows Tower / Desktop
- **Status**: Active shortlist
- **Price_AUD**: 1,799 GPU; 12-month warranty noted in prior research
- **GPU_VRAM_or_Unified**: 24GB VRAM
- **RAM_GB**: 24GB VRAM
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Mike PC MSI RTX 3090 AERO 24GB GPU build route https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card RTX 3090 AERO 24GB GPU used as build anchor AUD $1,799 ",RTX 3090,24,1799,https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"Verify coupon/current av…
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Nebula PC R7 7800X3D / RTX 4080 desktop Prior OzBargain/Nebula listing Ryzen 7 7800X3D; RTX 4080 16GB; 16GB DDR5; 1TB NVMe AUD $2,948 after coupon; historic deal 16GB VRAM Active shortlist if deal returns Strong value, but RAM should be upgraded to 32GB/64GB.",RTX 4080,16,2948,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: PLE AI Advanced RTX 5070 Ti 16GB desktop PLE AI development build referenced in Stage 2 Ryzen 7 9700X; RTX 5070 Ti 16GB; 32GB DDR5-6000; 2TB NVMe AUD $3,907; built to order 16GB VRAM Active shortlist Clean AU retail path under $4k; 16GB VRAM ceiling is the main compromise.",RTX 5070 Ti,16,3907,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Dell Alienware m18 / Area-51 18-inch RTX 4090 class
- **Category**: Windows Laptop / Desktop Replacement
- **Status**: Watchlist
- **Price_AUD**: 4,499+ class
- **GPU_VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Dell Alienware m18 / Area-51 18-inch RTX 4090 class Dell AU / Dell Outlet path Intel HX i7/i9; RTX 4090 Laptop 16GB where configured; up to 64GB RAM; large 18-inch chassis AUD $4,499+ class 16GB VRAM",RTX 4090,16,4499,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"Watch only if below ~4k and warranty is…
- **GPU_VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Lenovo Legion Pro 7 i9-13900HX RTX 4090 Current/reformatted report; BuyWisely/DeviceDeal/Amazon AU class i9-13900HX; RTX 4090 Laptop 16GB; 32GB RAM; 2TB SSD; 16-inch 2560×1600 240Hz AUD $4,399–$4,575 class; stock variable 16GB VRAM Watchlist Powerful, but laptop tax remains high…",RTX 4090,16,4399,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Lenovo Legion Pro 7i direct Lenovo option
- **Category**: Windows Laptop / Desktop Replacement
- **Status**: Rejected
- **Price_AUD**: 5,999 in search result
- **GPU_VRAM_or_Unified**: Likely 16GB VRAM if RTX 4090
- **RAM_GB**: Likely 16GB VRAM if RTX 4090
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Lenovo Legion Pro 7i direct Lenovo option Lenovo + other merchants product-search result Legion Pro 7i gaming laptop; exact config not retained AUD $5,999 in sear",RTX 4090,16,5999,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Lenovo Legion Pro 7i i9-14900HX RTX 4090
- **Category**: Windows Laptop / Desktop Replacement
- **Status**: Active shortlist
- **Price_AUD**: Best emotional-but-defensible one-machine route if price is closer to 3.6k and…
- **GPU_VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: Best emotional-but-defensible one-machine route if price is closer to $3.6k and…
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Lenovo Legion Pro 7i i9-14900HX RTX 4090 https://mikepc.com.au/pr",RTX 4090,16,3599,https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Pioneer DreamBook Power X370 RTX 4090
- **Category**: Windows Laptop / Desktop Replacement
- **Status**: Watchlist
- **Price_AUD**: 4,659
- **GPU_VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_File**: consolidated_personal_shopper_product_doc.md
- **Notes**: Pioneer DreamBook Power X370 RTX 4090 HPL / prior research i9-13900HX; RTX 4090 Laptop 16GB; 32GB RAM; 2×1TB NVMe; 17.3-inch 1440p 240Hz AUD $4,659 16GB VRAM Watchlist Strong Aussie desktop-replacement; 3.44kg and dated ",RTX 4090,16,4659,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Acer Predator Orion 7000 / other RTX 4080S retail desktops General desktop route from Stage 2 RTX 4080 Super 16GB; CPU/RAM vary AUD $4.5k–$5k+ class 16GB VRAM Watchlist Use only where warranty and discount are strong.",RTX 4080,16,4.5,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Acer Predator Orion 7000 RTX 4080 SUPER desktop
- **Category**: Windows Tower / Desktop
- **Status_Summary**: Compromise
- **Price_AUD_Observed**: 4,988; new/retail assumed
- **VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Acer Predator Orion 7000 RTX 4080 SUPER desktop Domayne + other merchants product-search result RTX 4080 Super desktop; other specs not retained AUD $4,988; new/retail assumed 16GB ",RTX 4080,16,4988,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: CONSTELLAR ONYX PC — RTX 4080 SUPER Mike PC AU product-search result RTX 4080 Super desktop; other specs not retained AUD $4,099; condition UNKNOWN 16GB VRAM Watchlist Needs direct verification of CPU, RAM, SSD, PSU, warranty, stock, and return policy.",RTX 4080,16,4099,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Evatech 7800X3D / RTX 4070 Ti desktop Historic OzBargain/Evatech listing Ryzen 7 7800X3D; RTX 4070 Ti 12GB; 32GB RAM; 1TB SSD AUD $2,599 historic special; new 12GB VRAM Compromise Good gaming/value desktop, but 12GB VRAM limits serious local-AI trajectory.",RTX 4070 Ti,12,2599,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Mike PC MSI RTX 3090 AERO 24GB GPU build route
- **Category**: Windows Tower / Desktop
- **Status_Summary**: Active shortlist
- **Price_AUD_Observed**: 1,799 GPU; 12-month warranty noted in prior research
- **VRAM_or_Unified**: 24GB VRAM
- **RAM_GB**: 24GB VRAM
- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **URLs**: https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card
- **Consolidated_Notes**: Mike PC MSI RTX 3090 AERO 24GB GPU build route https://mikepc.com.au/",RTX 3090,24,1799,https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Nebula PC R7 7800X3D / RTX 4080 desktop Prior OzBargain/Nebula listing Ryzen 7 7800X3D; RTX 4080 16GB; 16GB DDR5; 1TB NVMe AUD $2,948 after coupon; historic deal 16GB VRAM Active shortlist if deal returns Strong value, but RAM should be upgraded to 32GB/64GB.",RTX 4080,16,2948,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: PLE AI Advanced RTX 5070 Ti 16GB desktop PLE AI development build referenced in Stage 2 Ryzen 7 9700X; RTX 5070 Ti 16GB; 32GB DDR5-6000; 2TB NVMe AUD $3,907; built to order 16GB VRAM Active shortlist Clean AU retail path under $4k; 16GB VRAM ceiling is the main compromise.",RTX 5070 Ti,16,3907,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"AUD $4,000–$4,500 16GB VRAM Watchlist Fast image generation and CUDA, but not as good for 32B models as RTX 3090 24GB.",RTX 3090,16,4000,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **URLs**: https://supertechcomputers.com.au/product/rtx4090-gaming-pc/
- **Consolidated_Notes**: Supertech RTX 4090 Gaming PC https://supertechcomputers.com.au/product/rtx4090-gaming-pc/ i7-14700K; RTX 4090 24GB; 32GB RAM; 1TB Kingston KC3000 SSD; 850W PSU AUD $5,799 sale; new 24GB VRAM / extreme stretch Watchlist Highest raw local-AI capability in previous report, but beyond preferred budget and likely overkill unless 24GB VRAM is non",rtx4090 | RTX 4090,24,5799,https://supertechcomputers.com.au/product/rtx4090-gaming-pc/,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Dell Alienware m18 / Area-51 18-inch RTX 4090 class
- **Category**: Windows Laptop / Desktop Replacement
- **Status_Summary**: Watchlist
- **Price_AUD_Observed**: 4,499+ class
- **VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Dell Alienware m18 / Area-51 18-inch RTX 4090 class Dell AU / Dell Outlet path Intel HX i7/i9; RTX 4090 Laptop 16GB where configured; up to 64GB RAM; large 18-inch chassis AUD $4",RTX 4090,16,4499,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Lenovo Legion Pro 7 i9-13900HX RTX 4090 Current/reformatted report; BuyWisely/DeviceDeal/Amazon AU class i9-13900HX; RTX 4090 Laptop 16GB; 32GB RAM; 2TB SSD; 16-inch 2560×1600 240Hz AUD $4,399–$4,575 class; stock variable 16GB VRAM Watchlist Powerful, but laptop tax remains high.",RTX 4090,16,4399,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **URLs**: https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty
- **Consolidated_Notes**: Lenovo Legion Pro 7i i9-14900HX RTX 4090 https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty i9-14900HX; RTX 4090 Laptop 16GB; 32GB/64GB DDR5; 2TB SSD; 16-inch 2K/240Hz; 1-year warranty Prior Mike PC listing around AUD $3,599–$4,399 depending config 16G",RTX 4090,32,3599,https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **URLs**: https://www.tecs.com.au/EX-DISPLAY%3A-MSI-Vector-A18-HX-A9WHG-062AU-AMD-Ryzen-9-9955HX%2C-RTX-5070-Ti-12GB%2C-32GB-DDR5-RAM%2C-1TB-NVMe-SSD%2C-18%22-2560-x-1600-240Hz%2C-Windows-11-Home-Advanced%2C-1-Year-Warranty-X5420BB-21791/
- **Consolidated_Notes**: MSI Vector A18 HX A9WHG-062AU https://www.tecs.com.au/EX-DISPLAY%3A-MSI-Vector-A18-HX-A9WHG-062AU-AMD-Ryzen-9-9955HX%2C-RTX-5070-Ti-12GB%2C-32GB-DDR5-RAM%2C-1TB-NVMe-SSD%2C-1",RTX 5070 Ti,12,3150,https://www.tecs.com.au/EX-DISPLAY%3A-MSI-Vector-A18-HX-A9WHG-062AU-AMD-Ryzen-9-9955HX%2C-RTX-5070-Ti-12GB%2C-32GB-DDR5-RAM%2C-1TB-NVMe-SSD%2C-18%22-2560-x-1600-240Hz%2C-Windows-11-Home-Advanced%2C-1-Year-Warranty-X5420BB-21791/,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"### Pioneer DreamBook Power X370 RTX 4090
- **Category**: Windows Laptop / Desktop Replacement
- **Status_Summary**: Watchlist
- **Price_AUD_Observed**: 4,659
- **VRAM_or_Unified**: 16GB VRAM
- **RAM_GB**: 16GB VRAM
- **Source_Mentions**: Manual Spreadsheet / Product Ledger
- **Consolidated_Notes**: Pioneer DreamBook Power X370 RTX 4090 HPL / prior research i9-13900HX; RTX 4090 Laptop 16GB; 32GB RAM; 2×1TB NVMe; 17.3-inch 1440p 240Hz AUD $4,659 16GB VRAM Watchlist Strong Aussie desktop-replaceme",RTX 4090,16,4659,,project_term,3
ChatGPT-Export,69f199b8-63a0-839c-9743-426bcea1420e,Refurbished desktop search,2026-04-30T18:54:09.898146+00:00,"| **19/25** — A$5,099 for a 17.3‑inch 240 Hz laptop with R9 7945HX, RTX 4090 and 32 GB DDR5 RAM【258428925500303†L71-L83】.",RTX 4090,32,5099,,project_term,3
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"([ebay.com.au](https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com))
- Gumtree AU shows local RTX 3090 examples including a Hampton Park VIC listing at **$1,500**, but private-sale GPU risk is high.",RTX 3090,24,,https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com,project_term,3
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"([ebay.com.au](https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com))
- Gumtree AU shows local RTX 3090 examples including a Hampton Park VIC listing at **$1,500**, but private-sale GPU risk is high.",RTX 3090,24,,https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com,project_term,3
ChatGPT-Export,69f46570-fa88-839c-b21e-635af55e97af,Ledger Classification Review,2026-05-02T14:48:53.894099+00:00,"([ebay.com.au](https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com))
- Gumtree AU shows local RTX 3090 examples including a Hampton Park VIC listing at **$1,500**, but private-sale GPU risk is high.",RTX 3090,24,,https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com,project_term,3
