intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,MCDA_Total,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
fb-196,"Lenovo Legion Slim 5i 16"" 2.5K 160Hz Gaming Laptop (13th Gen Intel i7)[GeForce RTX 4060]",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-196_lenovo-legion-slim-5i-16-25k-160hz-gaming-laptop-13th-gen-in.md,,Passed gates,Unverified — confirm specs before scoring,fb-196,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-197,"Omen 15.6"" Omen-15 / i7-10Th / RTX 2060 / 16GB / i7-10750H Intel Core",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 2060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-197_omen-156-omen-15-i7-10th-rtx-2060-16gb-i7-10750h-intel-core.md,,Passed gates,Unverified — confirm specs before scoring,fb-197,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-198,Lenovo Legion 5 – Ryzen 7 / RTX 3060 / WQHD – Excellent Condition - PICKUP ROWVILLE,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,999.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-198_lenovo-legion-5-ryzen-7-rtx-3060-wqhd-excellent-condition-pi.md,,Passed gates,Unverified — confirm specs before scoring,fb-198,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-199,Lenovo Legion 5 15ARH7H (2022),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1199.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-199_lenovo-legion-5-15arh7h-2022.md,,Passed gates,Unverified — confirm specs before scoring,fb-199,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-200,"Legion 5 pro RTX4070 Ryzen 7 7745hx 16/64gb ddr5 ram, 1tb Ssd",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX4070,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-200_legion-5-pro-rtx4070-ryzen-7-7745hx-1664gb-ddr5-ram-1tb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-200,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-201,"Lenovo Yoga 7i 2-in-1 (14"", Touch Screen)",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-201_lenovo-yoga-7i-2-in-1-14-touch-screen.md,,Passed gates,Unverified — confirm specs before scoring,fb-201,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-202,Lenovo Legion 7i 5070 - Near new,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2499.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-202_lenovo-legion-7i-5070-near-new.md,,Passed gates,Unverified — confirm specs before scoring,fb-202,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-203,40GB RAM | Lenovo Thinkpad L14 Gen 2 | AMD Ryzen 5 PRO 5650U with Radeon Graphics | 256GB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-203_40gb-ram-lenovo-thinkpad-l14-gen-2-amd-ryzen-5-pro-5650u-wit.md,,Passed gates,Unverified — confirm specs before scoring,fb-203,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-204,ASUS 2025 Rog Zephyrus G14 Gaming Laptop Ryzen AI 9 5070 1TB 32GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-204_asus-2025-rog-zephyrus-g14-gaming-laptop-ryzen-ai-9-5070-1tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-204,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-205,"Lenovo X1 carbon, Touch,I5 processor 512GB SSD, Win 11 pro",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,390.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-205_lenovo-x1-carbon-touchi5-processor-512gb-ssd-win-11-pro.md,,Passed gates,Unverified — confirm specs before scoring,fb-205,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-206,XPS 15 9530 - 64GB DDR5 RAM 2TB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-206_xps-15-9530-64gb-ddr5-ram-2tb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-206,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-207,LIKE NEW Lenovo Legion 9i/i9/RTX 4080/2TB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4080,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3499.0,No,,Like_New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-207_like-new-lenovo-legion-9ii9rtx-40802tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-207,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-208,PRICED TO SELL,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-208_priced-to-sell-asus-vivobook-pro-15-oled-ryzen-9-gaming-lapt.md,,Passed gates,Unverified — confirm specs before scoring,fb-208,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-209,"*BrandNew* XPS15 9520-i7-12700H(14-Core, upto 4.7Ghz) 1TB SSD 32GB RAM DDR5 NVidia 3050Ti 4GB",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1800.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-209_brandnew-xps15-9520-i7-12700h14-core-upto-47ghz-1tb-ssd-32gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-209,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-211,"$30 each !! Type-C Laptop Charger (For Hp, Dell, Lenovo, Acer, Asus, Toshiba) 🔌😍 Brand new",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-211_30-each-type-c-laptop-charger-for-hp-dell-lenovo-acer-asus-t.md,,Passed gates,Unverified — confirm specs before scoring,fb-211,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-212,Brand New Lenovo ThinkPad L13 Yoga Gen 3 – i5 12th Gen / Touchscreen 2-in-1,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,460.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-212_brand-new-lenovo-thinkpad-l13-yoga-gen-3-i5-12th-gen-touchsc.md,,Passed gates,Unverified — confirm specs before scoring,fb-212,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-213,OLED Studio Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1380.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-213_oled-studio-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-213,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-214,ASUS Vivobook (D3704) X17– Ryzen 7 / 16 GB / 1 TB,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-214_asus-vivobook-d3704-x17-ryzen-7-16-gb-1-tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-214,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-215,Lenovo IdeaPad Flex 5 14IIL05,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,550.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-215_lenovo-ideapad-flex-5-14iil05.md,,Passed gates,Unverified — confirm specs before scoring,fb-215,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-216,GIGABYTE GAMING A16 - RTX 5060 | Ryzen 7 260 | 16GB DDR5 | 1TB M.2 | 16:[hidden information] 165Hz LAPTOP,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-216_gigabyte-gaming-a16-rtx-5060-ryzen-7-260-16gb-ddr5-1tb-m2-16.md,,Passed gates,Unverified — confirm specs before scoring,fb-216,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-218,Lenovo Legion 9: Forged Carbon Liquid Cooled Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3999.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-218_lenovo-legion-9-forged-carbon-liquid-cooled-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-218,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-220,Lenovo Legion H500 Pro 7.1 Surround Sound Stereo Gaming Headset,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,60.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-220_lenovo-legion-h500-pro-71-surround-sound-stereo-gaming-heads.md,,Passed gates,Unverified — confirm specs before scoring,fb-220,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-221,Lenovo Legion 5 Pro - AMD Ryzen 7 5800H 16GB RAM 512GB SSD RTX3050Ti 165Hz W11P,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX3050TI,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-221_lenovo-legion-5-pro-amd-ryzen-7-5800h-16gb-ram-512gb-ssd-rtx.md,,Passed gates,Unverified — confirm specs before scoring,fb-221,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-223,Gaming Laptop Bundle – Zephyrus G16 2024 + RTX 4060 + SSD + Bag,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-223_gaming-laptop-bundle-zephyrus-g16-2024-rtx-4060-ssd-bag.md,,Passed gates,Unverified — confirm specs before scoring,fb-223,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-226,"[2025 Model] ASUS TUF F16 i7 16"" FHD+ 165hz Gaming Laptop GeForce RTX 5060 w/ upgraded 32GB RAM",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-226_2025-model-asus-tuf-f16-i7-16-fhd-165hz-gaming-laptop-geforc.md,,Passed gates,Unverified — confirm specs before scoring,fb-226,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-227,Lenovo ThinkPad X1 Carbon Gen 9 (14”) – Excellent Condition,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-227_lenovo-thinkpad-x1-carbon-gen-9-14-excellent-condition.md,,Passed gates,Unverified — confirm specs before scoring,fb-227,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-228,Asus ROG Strix gaming laptop (potentially easy fix),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,600.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-228_asus-rog-strix-gaming-laptop-potentially-easy-fix.md,,Passed gates,Unverified — confirm specs before scoring,fb-228,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-230,Acer Nitro AN515-56,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-230_acer-nitro-an515-56.md,,Passed gates,Unverified — confirm specs before scoring,fb-230,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-231,ASUS ROG Xbox Ally AMD Ryzen Z2A 16GB RAM 512GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,699.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-231_asus-rog-xbox-ally-amd-ryzen-z2a-16gb-ram-512gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-231,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-233,Asus Rog Strix RTX 2080 Super,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 2080,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,275.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-233_asus-rog-strix-rtx-2080-super.md,,Passed gates,Unverified — confirm specs before scoring,fb-233,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-234,ROG Zephyrus S17 GX701LWS,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-234_rog-zephyrus-s17-gx701lws.md,,Passed gates,Unverified — confirm specs before scoring,fb-234,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-235,GPU - ASUS ROG Strix GTX 1050 Ti 4GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1050 TI,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,120.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-235_gpu-asus-rog-strix-gtx-1050-ti-4gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-235,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-236,Gigabyte GV-R955128DE,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,15.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-236_gigabyte-gv-r955128de.md,,Passed gates,Unverified — confirm specs before scoring,fb-236,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-238,Alien Romulus Reebok bb 4000,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,420.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-238_alien-romulus-reebok-bb-4000.md,,Passed gates,Unverified — confirm specs before scoring,fb-238,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-239,ASUS ROG Balteus Qi Vertical Gaming Mouse Pad with Wireless Qi Charging,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,50.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-239_asus-rog-balteus-qi-vertical-gaming-mouse-pad-with-wireless.md,,Passed gates,Unverified — confirm specs before scoring,fb-239,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-241,ASUS ROG Strix G15 Gaming Laptop (G513R),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-241_asus-rog-strix-g15-gaming-laptop-g513r.md,,Passed gates,Unverified — confirm specs before scoring,fb-241,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-242,ASUS ROG Zephyrus G14  - 16gb ram,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-242_asus-rog-zephyrus-g14-16gb-ram.md,,Passed gates,Unverified — confirm specs before scoring,fb-242,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-243,ASUS ROG Strix Scope RX EVA Edition (EVA-01 / Evangelion limited edition) Keyboard,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-243_asus-rog-strix-scope-rx-eva-edition-eva-01-evangelion-limite.md,,Passed gates,Unverified — confirm specs before scoring,fb-243,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-244,ASUS ROG Keris II Origin – Kojima Productions Edition (Death Stranding) – Like New,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,175.0,No,,Like_New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-244_asus-rog-keris-ii-origin-kojima-productions-edition-death-st.md,,Passed gates,Unverified — confirm specs before scoring,fb-244,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-245,Asus ROG Strix OLED XG27ACDNG Monitor,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-245_asus-rog-strix-oled-xg27acdng-monitor.md,,Passed gates,Unverified — confirm specs before scoring,fb-245,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-246,ASUS,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,450.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-246_asus-tuf-gaming-fx505dt.md,,Passed gates,Unverified — confirm specs before scoring,fb-246,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-247,ROG STRIX RX590 - 8GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-247_rog-strix-rx590-8gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-247,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-248,ROG Xbox Ally AMD Ryzen Z2 A 16GB 512GB 120Hz Gaming Handheld,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-248_rog-xbox-ally-amd-ryzen-z2-a-16gb-512gb-120hz-gaming-handhel.md,,Passed gates,Unverified — confirm specs before scoring,fb-248,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-249,ASUS ROG STRIX XG32V CURVED GAMING MONITOR 31'5 QHD 1440P 144HZ,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-249_asus-rog-strix-xg32v-curved-gaming-monitor-315-qhd-1440p-144.md,,Passed gates,Unverified — confirm specs before scoring,fb-249,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-251,ASUS ROG PG27UQR,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,450.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-251_asus-rog-pg27uqr.md,,Passed gates,Unverified — confirm specs before scoring,fb-251,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-252,Asus Rog Ally X,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-252_asus-rog-ally-x.md,,Passed gates,Unverified — confirm specs before scoring,fb-252,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-254,ASUS ROG PG348Q 1ms 4k 100Hz G-Sync IPS Curved 34in Ultra Wide Monitor CASH ONLY,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-254_asus-rog-pg348q-1ms-4k-100hz-g-sync-ips-curved-34in-ultra-wi.md,,Passed gates,Unverified — confirm specs before scoring,fb-254,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-255,Asus republic of gamers ROG Strix GTX 1050 16G ram 1tb,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1050,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,600.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-255_asus-republic-of-gamers-rog-strix-gtx-1050-16g-ram-1tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-255,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-256,Asus ROG Strix Scope RX EVA - ROG Strix Scope RX EVA Edition Gaming Keyboard,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-256_asus-rog-strix-scope-rx-eva-rog-strix-scope-rx-eva-edition-g.md,,Passed gates,Unverified — confirm specs before scoring,fb-256,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-257,ASUS ROG Strix GeForce GTX 1080 Ti OC Edition 11GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1080 TI,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,340.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-257_asus-rog-strix-geforce-gtx-1080-ti-oc-edition-11gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-257,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-258,ASUS ROG Strix Radeon RX 570 4GB. fully tested in full working condition.,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,80.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-258_asus-rog-strix-radeon-rx-570-4gb-fully-tested-in-full-workin.md,,Passed gates,Unverified — confirm specs before scoring,fb-258,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-259,ROG Hyper M.2 Card,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,45.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-259_rog-hyper-m2-card.md,,Passed gates,Unverified — confirm specs before scoring,fb-259,Candidate,,,,,,,,,,,,,,,,,,,,,,
